Entity,Code,Year,Oil
Netherlands,NLD,2021,470.53452
Netherlands,NLD,2022,460.97098
Netherlands,NLD,2023,463.73584
Netherlands,NLD,2024,432.99857
New Zealand,NZL,1965,32.636177
New Zealand,NZL,1966,36.133484
New Zealand,NZL,1967,37.95181
New Zealand,NZL,1968,38.99597
New Zealand,NZL,1969,40.50511
New Zealand,NZL,1970,47.609863
New Zealand,NZL,1971,49.17649
New Zealand,NZL,1972,52.94315
New Zealand,NZL,1973,55.96276
New Zealand,NZL,1974,52.95165
New Zealand,NZL,1975,51.229183
New Zealand,NZL,1976,52.702564
New Zealand,NZL,1977,52.725574
New Zealand,NZL,1978,50.76636
New Zealand,NZL,1979,51.13983
New Zealand,NZL,1980,48.85752
New Zealand,NZL,1981,46.47539
New Zealand,NZL,1982,46.44149
New Zealand,NZL,1983,44.486046
New Zealand,NZL,1984,45.900852
New Zealand,NZL,1985,43.00212
New Zealand,NZL,1986,38.701366
New Zealand,NZL,1987,44.81707
New Zealand,NZL,1988,43.816986
New Zealand,NZL,1989,45.22757
New Zealand,NZL,1990,50.82389
New Zealand,NZL,1991,51.70254
New Zealand,NZL,1992,53.341465
New Zealand,NZL,1993,53.03442
New Zealand,NZL,1994,61.31527
New Zealand,NZL,1995,66.30301
New Zealand,NZL,1996,67.54738
New Zealand,NZL,1997,70.94438
New Zealand,NZL,1998,71.860794
New Zealand,NZL,1999,72.871544
New Zealand,NZL,2000,74.42254
New Zealand,NZL,2001,75.244286
New Zealand,NZL,2002,77.48304
New Zealand,NZL,2003,82.19651
New Zealand,NZL,2004,81.031
New Zealand,NZL,2005,85.43949
New Zealand,NZL,2006,85.78982
New Zealand,NZL,2007,86.17487
New Zealand,NZL,2008,87.22484
New Zealand,NZL,2009,83.42176
New Zealand,NZL,2010,84.065125
New Zealand,NZL,2011,86.09149
New Zealand,NZL,2012,85.01531
New Zealand,NZL,2013,86.03652
New Zealand,NZL,2014,87.7147
New Zealand,NZL,2015,91.3292
New Zealand,NZL,2016,94.55283
New Zealand,NZL,2017,99.15122
New Zealand,NZL,2018,99.42633
New Zealand,NZL,2019,101.82973
New Zealand,NZL,2020,84.275246
New Zealand,NZL,2021,83.892586
New Zealand,NZL,2022,82.97209
New Zealand,NZL,2023,88.68957
New Zealand,NZL,2024,89.66032
Non-OECD (EI),,1965,4566.254
Non-OECD (EI),,1966,4914.702
Non-OECD (EI),,1967,5245.811
Non-OECD (EI),,1968,5632.0156
Non-OECD (EI),,1969,6035.0327
Non-OECD (EI),,1970,6614.9805
Non-OECD (EI),,1971,7130.878
Non-OECD (EI),,1972,7749.4336
Non-OECD (EI),,1973,8469.141
Non-OECD (EI),,1974,9016.871
Non-OECD (EI),,1975,9350.5
Non-OECD (EI),,1976,9921.6
Non-OECD (EI),,1977,10515.85
Non-OECD (EI),,1978,11207.152
Non-OECD (EI),,1979,11659.337
Non-OECD (EI),,1980,11832.386
Non-OECD (EI),,1981,11948.43
Non-OECD (EI),,1982,12052.744
Non-OECD (EI),,1983,12153.719
Non-OECD (EI),,1984,12346.227
Non-OECD (EI),,1985,12334.78
Non-OECD (EI),,1986,12634.302
Non-OECD (EI),,1987,13021.202
Non-OECD (EI),,1988,13367.992
Non-OECD (EI),,1989,13678.848
Non-OECD (EI),,1990,14025.877
Non-OECD (EI),,1991,13978.064
Non-OECD (EI),,1992,13887.163
Non-OECD (EI),,1993,13633.079
Non-OECD (EI),,1994,13777.158
Non-OECD (EI),,1995,14075.083
Non-OECD (EI),,1996,14236.351
Non-OECD (EI),,1997,14983.937
Non-OECD (EI),,1998,15030.958
Non-OECD (EI),,1999,15321.158
Non-OECD (EI),,2000,15956.743
Non-OECD (EI),,2001,16394.719
Non-OECD (EI),,2002,16748.227
Non-OECD (EI),,2003,17297.932
Non-OECD (EI),,2004,18574.016
Non-OECD (EI),,2005,19009.588
Non-OECD (EI),,2006,19792.143
Non-OECD (EI),,2007,20500.809
Non-OECD (EI),,2008,21092.912
Non-OECD (EI),,2009,21425.111
Non-OECD (EI),,2010,22787.943
Non-OECD (EI),,2011,23548.807
Non-OECD (EI),,2012,24535.867
Non-OECD (EI),,2013,25218.623
Non-OECD (EI),,2014,25844.062
Non-OECD (EI),,2015,26481.332
Non-OECD (EI),,2016,27177.762
Non-OECD (EI),,2017,27822.146
Non-OECD (EI),,2018,28256.814
Non-OECD (EI),,2019,28627.887
Non-OECD (EI),,2020,26837.527
Non-OECD (EI),,2021,28077.838
Non-OECD (EI),,2022,29198.756
Non-OECD (EI),,2023,30643.512
Non-OECD (EI),,2024,31058.848
North America,OWID_NAM,1965,7506.414
North America,OWID_NAM,1966,7875.018
North America,OWID_NAM,1967,8203.526
North America,OWID_NAM,1968,8743.642
North America,OWID_NAM,1969,9170.439
North America,OWID_NAM,1970,9623.501
North America,OWID_NAM,1971,9955.128
North America,OWID_NAM,1972,10731.912
North America,OWID_NAM,1973,11412.023
North America,OWID_NAM,1974,11087.142
North America,OWID_NAM,1975,10877.055
North America,OWID_NAM,1976,11633.746
North America,OWID_NAM,1977,12218.014
North America,OWID_NAM,1978,12544.354
North America,OWID_NAM,1979,12383.885
North America,OWID_NAM,1980,11616.032
North America,OWID_NAM,1981,10979.948
North America,OWID_NAM,1982,10401.833
North America,OWID_NAM,1983,10274.947
North America,OWID_NAM,1984,10600.945
North America,OWID_NAM,1985,10577.358
North America,OWID_NAM,1986,11030.397
North America,OWID_NAM,1987,11292.589
North America,OWID_NAM,1988,11719.245
North America,OWID_NAM,1989,11828.131
North America,OWID_NAM,1990,11627.485
North America,OWID_NAM,1991,11403.613
North America,OWID_NAM,1992,11631.3545
North America,OWID_NAM,1993,11725.947
North America,OWID_NAM,1994,12085.442
North America,OWID_NAM,1995,12052.832
North America,OWID_NAM,1996,12454.821
North America,OWID_NAM,1997,12687.5625
North America,OWID_NAM,1998,12957.112
North America,OWID_NAM,1999,13245.317
North America,OWID_NAM,2000,13505.396
North America,OWID_NAM,2001,13548.293
North America,OWID_NAM,2002,13537.22
North America,OWID_NAM,2003,13788.379
North America,OWID_NAM,2004,14295.212
North America,OWID_NAM,2005,14374.834
North America,OWID_NAM,2006,14111.697
North America,OWID_NAM,2007,14222.218
North America,OWID_NAM,2008,13456.133
North America,OWID_NAM,2009,12806.355
North America,OWID_NAM,2010,12973.546
North America,OWID_NAM,2011,12792.41
North America,OWID_NAM,2012,12582.46
North America,OWID_NAM,2013,12682.881
North America,OWID_NAM,2014,12695.498
North America,OWID_NAM,2015,12905.511
North America,OWID_NAM,2016,13015.902
North America,OWID_NAM,2017,13071.514
North America,OWID_NAM,2018,13284.409
North America,OWID_NAM,2019,13218.356
North America,OWID_NAM,2020,11542.611
North America,OWID_NAM,2021,12555.775
North America,OWID_NAM,2022,12771.6
North America,OWID_NAM,2023,12775.235
North America,OWID_NAM,2024,12803.618
North America (EI),,1965,7235.743
North America (EI),,1966,7595.5015
North America (EI),,1967,7912.1763
North America (EI),,1968,8445.538
North America (EI),,1969,8863.542
North America (EI),,1970,9278.467
North America (EI),,1971,9601.971
North America (EI),,1972,10339.758
North America (EI),,1973,10981.134
North America (EI),,1974,10655.762
North America (EI),,1975,10457.2705
North America (EI),,1976,11201.72
North America (EI),,1977,11765.75
North America (EI),,1978,12085.726
North America (EI),,1979,11920.961
North America (EI),,1980,11158.744
North America (EI),,1981,10516.988
North America (EI),,1982,9982.074
North America (EI),,1983,9868.889
North America (EI),,1984,10178.155
North America (EI),,1985,10178.442
North America (EI),,1986,10622.383
North America (EI),,1987,10874.315
North America (EI),,1988,11301.78
North America (EI),,1989,11391.114
North America (EI),,1990,11188.664
North America (EI),,1991,10966.316
North America (EI),,1992,11192.3
North America (EI),,1993,11278.325
North America (EI),,1994,11613.778
North America (EI),,1995,11566.787
North America (EI),,1996,11957.43
North America (EI),,1997,12164.239
North America (EI),,1998,12400.766
North America (EI),,1999,12699.929
North America (EI),,2000,12884.661
North America (EI),,2001,12890.577
North America (EI),,2002,12877.108
North America (EI),,2003,13120.048
North America (EI),,2004,13619.013
North America (EI),,2005,13692.412
North America (EI),,2006,13411.923
North America (EI),,2007,13534.151
North America (EI),,2008,12799.248
North America (EI),,2009,12179.265
North America (EI),,2010,12338.808
North America (EI),,2011,12159.753
North America (EI),,2012,11967.093
North America (EI),,2013,12086.557
North America (EI),,2014,12090.519
North America (EI),,2015,12259.106
North America (EI),,2016,12348.457
North America (EI),,2017,12405.218
North America (EI),,2018,12619.048
North America (EI),,2019,12551.286
North America (EI),,2020,10988.412
North America (EI),,2021,11969.303
North America (EI),,2022,12166.076
North America (EI),,2023,12153.994
North America (EI),,2024,12158.81
North Macedonia,MKD,1990,12.740927
North Macedonia,MKD,1991,11.406301
North Macedonia,MKD,1992,12.286933
North Macedonia,MKD,1993,13.216734
North Macedonia,MKD,1994,10.265979
North Macedonia,MKD,1995,9.655316
North Macedonia,MKD,1996,14.679261
North Macedonia,MKD,1997,12.305495
North Macedonia,MKD,1998,11.074813
North Macedonia,MKD,1999,11.075541
North Macedonia,MKD,2000,11.268543
North Macedonia,MKD,2001,9.231523
North Macedonia,MKD,2002,10.424203
North Macedonia,MKD,2003,10.086404
North Macedonia,MKD,2004,10.276315
North Macedonia,MKD,2005,10.618795
North Macedonia,MKD,2006,11.223741
North Macedonia,MKD,2007,12.1110325
North Macedonia,MKD,2008,10.953669
North Macedonia,MKD,2009,11.272176
North Macedonia,MKD,2010,10.980215
North Macedonia,MKD,2011,11.351919
North Macedonia,MKD,2012,10.971921
North Macedonia,MKD,2013,10.721133
North Macedonia,MKD,2014,10.638594
North Macedonia,MKD,2015,11.40081
North Macedonia,MKD,2016,12.803833
North Macedonia,MKD,2017,12.18642
North Macedonia,MKD,2018,12.717901
North Macedonia,MKD,2019,12.735264
North Macedonia,MKD,2020,11.742942
North Macedonia,MKD,2021,12.747635
North Macedonia,MKD,2022,13.863104
North Macedonia,MKD,2023,13.787652
North Macedonia,MKD,2024,13.987595
Norway,NOR,1965,60.316517
Norway,NOR,1966,68.08452
Norway,NOR,1967,70.49037
Norway,NOR,1968,78.40632
Norway,NOR,1969,86.189644
Norway,NOR,1970,97.02359
Norway,NOR,1971,96.00081
Norway,NOR,1972,100.55224
Norway,NOR,1973,102.16668
Norway,NOR,1974,92.957924
Norway,NOR,1975,96.23275
Norway,NOR,1976,106.44093
Norway,NOR,1977,104.85937
Norway,NOR,1978,116.656334
Norway,NOR,1979,116.01388
Norway,NOR,1980,112.084496
Norway,NOR,1981,104.1835
Norway,NOR,1982,100.11227
Norway,NOR,1983,98.31226
Norway,NOR,1984,102.18023
Norway,NOR,1985,107.2148
Norway,NOR,1986,114.97386
Norway,NOR,1987,114.59487
Norway,NOR,1988,107.5932
Norway,NOR,1989,108.83679
Norway,NOR,1990,102.262924
Norway,NOR,1991,96.73145
Norway,NOR,1992,96.99234
Norway,NOR,1993,99.619385
Norway,NOR,1994,103.50979
Norway,NOR,1995,106.96972
Norway,NOR,1996,114.43929
Norway,NOR,1997,114.82874
Norway,NOR,1998,115.234085
Norway,NOR,1999,116.51929
Norway,NOR,2000,108.98533
Norway,NOR,2001,114.80474
Norway,NOR,2002,113.964355
Norway,NOR,2003,118.46245
Norway,NOR,2004,113.56331
Norway,NOR,2005,115.055374
Norway,NOR,2006,117.82399
Norway,NOR,2007,121.140755
Norway,NOR,2008,114.245056
Norway,NOR,2009,113.279816
Norway,NOR,2010,119.77769
Norway,NOR,2011,116.16441
Norway,NOR,2012,116.08983
Norway,NOR,2013,117.56478
Norway,NOR,2014,114.27068
Norway,NOR,2015,116.293976
Norway,NOR,2016,112.658714
Norway,NOR,2017,111.99559
Norway,NOR,2018,115.44276
Norway,NOR,2019,110.24316
Norway,NOR,2020,102.11662
Norway,NOR,2021,104.95941
Norway,NOR,2022,107.240074
Norway,NOR,2023,108.04425
Norway,NOR,2024,107.61894
OECD (EI),,1965,13445.202
OECD (EI),,1966,14511.711
OECD (EI),,1967,15533.106
OECD (EI),,1968,16878.477
OECD (EI),,1969,18410.361
OECD (EI),,1970,20069.746
OECD (EI),,1971,20985.707
OECD (EI),,1972,22585.963
OECD (EI),,1973,24261.043
OECD (EI),,1974,23213.523
OECD (EI),,1975,22646.012
OECD (EI),,1976,24139.87
OECD (EI),,1977,24678.488
OECD (EI),,1978,25502.82
OECD (EI),,1979,25518.658
OECD (EI),,1980,23736.26
OECD (EI),,1981,22341.531
OECD (EI),,1982,21217.268
OECD (EI),,1983,20943.71
OECD (EI),,1984,21277.375
OECD (EI),,1985,21349.902
OECD (EI),,1986,22076.174
OECD (EI),,1987,22486.996
OECD (EI),,1988,23273.945
OECD (EI),,1989,23536.842
OECD (EI),,1990,23880.938
OECD (EI),,1991,23898.768
OECD (EI),,1992,24517.61
OECD (EI),,1993,24613.166
OECD (EI),,1994,25291.016
OECD (EI),,1995,25591.29
OECD (EI),,1996,26340.28
OECD (EI),,1997,26668.15
OECD (EI),,1998,26757.662
OECD (EI),,1999,27114.625
OECD (EI),,2000,27059.883
OECD (EI),,2001,27003.6
OECD (EI),,2002,26948.861
OECD (EI),,2003,27312.953
OECD (EI),,2004,27839.166
OECD (EI),,2005,28007.297
OECD (EI),,2006,27644.807
OECD (EI),,2007,27586.709
OECD (EI),,2008,26599.738
OECD (EI),,2009,25208.857
OECD (EI),,2010,25404.596
OECD (EI),,2011,25029.469
OECD (EI),,2012,24826.344
OECD (EI),,2013,24704.19
OECD (EI),,2014,24492.328
OECD (EI),,2015,24812.701
OECD (EI),,2016,25136.752
OECD (EI),,2017,25441.188
OECD (EI),,2018,25535.97
OECD (EI),,2019,25369.377
OECD (EI),,2020,22263.715
OECD (EI),,2021,23768.982
OECD (EI),,2022,24363.352
OECD (EI),,2023,24195.176
OECD (EI),,2024,24233.234
Oceania,OWID_OCE,1965,232.65555
Oceania,OWID_OCE,1966,250.18103
Oceania,OWID_OCE,1967,272.33957
Oceania,OWID_OCE,1968,294.28094
Oceania,OWID_OCE,1969,302.95325
Oceania,OWID_OCE,1970,337.80527
Oceania,OWID_OCE,1971,354.72107
Oceania,OWID_OCE,1972,363.9765
Oceania,OWID_OCE,1973,387.8557
Oceania,OWID_OCE,1974,404.6868
Oceania,OWID_OCE,1975,399.33368
Oceania,OWID_OCE,1976,408.52405
Oceania,OWID_OCE,1977,425.32632
Oceania,OWID_OCE,1978,431.71304
Oceania,OWID_OCE,1979,437.05466
Oceania,OWID_OCE,1980,416.62512
Oceania,OWID_OCE,1981,408.8937
Oceania,OWID_OCE,1982,403.29065
Oceania,OWID_OCE,1983,385.20193
Oceania,OWID_OCE,1984,395.81516
Oceania,OWID_OCE,1985,394.52618
Oceania,OWID_OCE,1986,384.3547
Oceania,OWID_OCE,1987,397.8433
Oceania,OWID_OCE,1988,413.65363
Oceania,OWID_OCE,1989,429.37286
Oceania,OWID_OCE,1990,443.72836
Oceania,OWID_OCE,1991,432.9573
Oceania,OWID_OCE,1992,442.12042
Oceania,OWID_OCE,1993,455.4508
Oceania,OWID_OCE,1994,476.98978
Oceania,OWID_OCE,1995,494.0805
Oceania,OWID_OCE,1996,506.56277
Oceania,OWID_OCE,1997,517.00226
Oceania,OWID_OCE,1998,517.831
Oceania,OWID_OCE,1999,529.0255
Oceania,OWID_OCE,2000,530.4041
Oceania,OWID_OCE,2001,532.32965
Oceania,OWID_OCE,2002,539.4578
Oceania,OWID_OCE,2003,542.4564
Oceania,OWID_OCE,2004,552.3267
Oceania,OWID_OCE,2005,564.14136
Oceania,OWID_OCE,2006,579.43164
Oceania,OWID_OCE,2007,592.4452
Oceania,OWID_OCE,2008,599.94073
Oceania,OWID_OCE,2009,587.56256
Oceania,OWID_OCE,2010,603.3712
Oceania,OWID_OCE,2011,633.1518
Oceania,OWID_OCE,2012,646.4344
Oceania,OWID_OCE,2013,664.07355
Oceania,OWID_OCE,2014,663.1429
Oceania,OWID_OCE,2015,662.1078
Oceania,OWID_OCE,2016,666.75415
Oceania,OWID_OCE,2017,699.10034
Oceania,OWID_OCE,2018,710.02167
Oceania,OWID_OCE,2019,706.0284
Oceania,OWID_OCE,2020,606.44794
Oceania,OWID_OCE,2021,619.6125
Oceania,OWID_OCE,2022,651.9725
Oceania,OWID_OCE,2023,691.3856
Oceania,OWID_OCE,2024,710.1434
Oman,OMN,1965,0.09738055
Oman,OMN,1966,0.12186111
Oman,OMN,1967,0.5409833
Oman,OMN,1968,0.65190834
Oman,OMN,1969,0.9285111
Oman,OMN,1970,0.9359056
Oman,OMN,1971,15.471503
Oman,OMN,1972,17.677216
Oman,OMN,1973,15.375915
Oman,OMN,1974,14.127883
Oman,OMN,1975,12.904697
Oman,OMN,1976,14.856398
Oman,OMN,1977,14.312169
Oman,OMN,1978,13.616951
Oman,OMN,1979,14.083727
Oman,OMN,1980,10.59754
Oman,OMN,1981,10.412598
Oman,OMN,1982,11.140184
Oman,OMN,1983,12.101919
Oman,OMN,1984,14.831405
Oman,OMN,1985,16.363743
Oman,OMN,1986,16.131083
Oman,OMN,1987,15.300206
Oman,OMN,1988,16.171694
Oman,OMN,1989,17.119625
Oman,OMN,1990,22.143156
Oman,OMN,1991,36.021755
Oman,OMN,1992,33.199795
Oman,OMN,1993,32.153778
Oman,OMN,1994,27.272215
Oman,OMN,1995,30.523483
Oman,OMN,1996,29.08536
Oman,OMN,1997,25.371681
Oman,OMN,1998,25.316025
Oman,OMN,1999,31.64212
Oman,OMN,2000,34.205227
Oman,OMN,2001,38.914345
Oman,OMN,2002,44.760445
Oman,OMN,2003,42.767654
Oman,OMN,2004,41.771774
Oman,OMN,2005,47.496902
Oman,OMN,2006,50.021873
Oman,OMN,2007,51.09791
Oman,OMN,2008,67.18739
Oman,OMN,2009,63.931656
Oman,OMN,2010,72.929794
Oman,OMN,2011,78.92197
Oman,OMN,2012,85.93543
Oman,OMN,2013,99.81871
Oman,OMN,2014,102.40699
Oman,OMN,2015,105.91571
Oman,OMN,2016,108.666016
Oman,OMN,2017,117.4821
Oman,OMN,2018,125.13438
Oman,OMN,2019,122.40184
Oman,OMN,2020,100.00917
Oman,OMN,2021,110.717415
Oman,OMN,2022,126.39261
Oman,OMN,2023,126.780815
Oman,OMN,2024,123.50631
Other Asia Pacific (EI),,1965,43.02793
Other Asia Pacific (EI),,1966,44.816936
Other Asia Pacific (EI),,1967,46.998203
Other Asia Pacific (EI),,1968,48.880917
Other Asia Pacific (EI),,1969,50.75898
Other Asia Pacific (EI),,1970,53.165554
Other Asia Pacific (EI),,1971,54.987244
Other Asia Pacific (EI),,1972,66.8714
Other Asia Pacific (EI),,1973,65.10819
Other Asia Pacific (EI),,1974,71.67438
Other Asia Pacific (EI),,1975,64.15261
Other Asia Pacific (EI),,1976,71.792175
Other Asia Pacific (EI),,1977,70.29849
Other Asia Pacific (EI),,1978,79.08047
Other Asia Pacific (EI),,1979,86.00263
Other Asia Pacific (EI),,1980,92.647934
Other Asia Pacific (EI),,1981,94.80778
Other Asia Pacific (EI),,1982,93.50853
Other Asia Pacific (EI),,1983,93.50663
Other Asia Pacific (EI),,1984,98.62682
Other Asia Pacific (EI),,1985,96.98675
Other Asia Pacific (EI),,1986,106.25024
Other Asia Pacific (EI),,1987,102.157265
Other Asia Pacific (EI),,1988,102.09966
Other Asia Pacific (EI),,1989,96.313736
Other Asia Pacific (EI),,1990,106.448326
Other Asia Pacific (EI),,1991,94.09727
Other Asia Pacific (EI),,1992,88.19155
Other Asia Pacific (EI),,1993,91.8885
Other Asia Pacific (EI),,1994,90.56593
Other Asia Pacific (EI),,1995,96.62275
Other Asia Pacific (EI),,1996,103.64475
Other Asia Pacific (EI),,1997,105.5774
Other Asia Pacific (EI),,1998,112.09611
Other Asia Pacific (EI),,1999,107.333275
Other Asia Pacific (EI),,2000,118.73068
Other Asia Pacific (EI),,2001,125.11665
Other Asia Pacific (EI),,2002,125.678406
Other Asia Pacific (EI),,2003,128.86743
Other Asia Pacific (EI),,2004,135.46161
Other Asia Pacific (EI),,2005,135.99246
Other Asia Pacific (EI),,2006,142.30005
Other Asia Pacific (EI),,2007,149.1007
Other Asia Pacific (EI),,2008,142.77377
Other Asia Pacific (EI),,2009,159.06761
Other Asia Pacific (EI),,2010,181.75168
Other Asia Pacific (EI),,2011,190.79655
Other Asia Pacific (EI),,2012,193.331
Other Asia Pacific (EI),,2013,201.90114
Other Asia Pacific (EI),,2014,209.91434
Other Asia Pacific (EI),,2015,246.28896
Other Asia Pacific (EI),,2016,237.12183
Other Asia Pacific (EI),,2017,247.57437
Other Asia Pacific (EI),,2018,296.17175
Other Asia Pacific (EI),,2019,316.99835
Other Asia Pacific (EI),,2020,319.85056
Other Asia Pacific (EI),,2021,315.92346
Other Asia Pacific (EI),,2022,336.76004
Other Asia Pacific (EI),,2023,335.1693
Other Asia Pacific (EI),,2024,350.50058
Other CIS (EI),,1965,0
Other CIS (EI),,1966,0
Other CIS (EI),,1967,0
Other CIS (EI),,1968,0
Other CIS (EI),,1969,0
Other CIS (EI),,1970,0
Other CIS (EI),,1971,0
Other CIS (EI),,1972,0
Other CIS (EI),,1973,0
Other CIS (EI),,1974,0
Other CIS (EI),,1975,0
Other CIS (EI),,1976,0
Other CIS (EI),,1977,0
Other CIS (EI),,1978,0
Other CIS (EI),,1979,0
Other CIS (EI),,1980,0
Other CIS (EI),,1981,0
Other CIS (EI),,1982,0
Other CIS (EI),,1983,0
Other CIS (EI),,1984,0
Other CIS (EI),,1985,161.89275
Other CIS (EI),,1986,153.71777
Other CIS (EI),,1987,154.71912
Other CIS (EI),,1988,157.21523
Other CIS (EI),,1989,150.41055
Other CIS (EI),,1990,163.8584
Other CIS (EI),,1991,122.11328
Other CIS (EI),,1992,97.215775
Other CIS (EI),,1993,59.795506
Other CIS (EI),,1994,27.071808
Other CIS (EI),,1995,25.939083
Other CIS (EI),,1996,23.519672
Other CIS (EI),,1997,23.136938
Other CIS (EI),,1998,22.566864
Other CIS (EI),,1999,18.42924
Other CIS (EI),,2000,17.484343
Other CIS (EI),,2001,18.111172
Other CIS (EI),,2002,18.231867
Other CIS (EI),,2003,20.471972
Other CIS (EI),,2004,22.5408
Other CIS (EI),,2005,24.256271
Other CIS (EI),,2006,26.626247
Other CIS (EI),,2007,32.35106
Other CIS (EI),,2008,34.32966
Other CIS (EI),,2009,36.576866
Other CIS (EI),,2010,35.842125
Other CIS (EI),,2011,36.655796
Other CIS (EI),,2012,40.12556
Other CIS (EI),,2013,41.857136
Other CIS (EI),,2014,41.70975
Other CIS (EI),,2015,43.79229
Other CIS (EI),,2016,47.42322
Other CIS (EI),,2017,45.43591
Other CIS (EI),,2018,52.467163
Other CIS (EI),,2019,47.635494
Other CIS (EI),,2020,46.533077
Other CIS (EI),,2021,51.215027
Other CIS (EI),,2022,54.14341
Other CIS (EI),,2023,55.63289
Other CIS (EI),,2024,55.02628
Other Caribbean (EI),,1965,208.60762
Other Caribbean (EI),,1966,216.09839
Other Caribbean (EI),,1967,225.35216
Other Caribbean (EI),,1968,230.31865
Other Caribbean (EI),,1969,236.2401
Other Caribbean (EI),,1970,271.96637
Other Caribbean (EI),,1971,277.4471
Other Caribbean (EI),,1972,297.14667
Other Caribbean (EI),,1973,330.33167
Other Caribbean (EI),,1974,328.07315
Other Caribbean (EI),,1975,319.26907
Other Caribbean (EI),,1976,324.31482
Other Caribbean (EI),,1977,340.60236
Other Caribbean (EI),,1978,349.5298
Other Caribbean (EI),,1979,360.44946
Other Caribbean (EI),,1980,365.179
Other Caribbean (EI),,1981,373.3781
Other Caribbean (EI),,1982,328.11487
Other Caribbean (EI),,1983,318.27148
Other Caribbean (EI),,1984,336.41113
Other Caribbean (EI),,1985,310.31824
Other Caribbean (EI),,1986,318.3606
Other Caribbean (EI),,1987,329.27805
Other Caribbean (EI),,1988,331.80612
Other Caribbean (EI),,1989,349.18997
Other Caribbean (EI),,1990,343.56534
Other Caribbean (EI),,1991,335.6616
Other Caribbean (EI),,1992,319.48996
Other Caribbean (EI),,1993,323.86154
Other Caribbean (EI),,1994,341.96906
Other Caribbean (EI),,1995,341.91107
Other Caribbean (EI),,1996,353.94907
Other Caribbean (EI),,1997,376.39877
Other Caribbean (EI),,1998,387.91083
Other Caribbean (EI),,1999,370.03348
Other Caribbean (EI),,2000,445.5276
Other Caribbean (EI),,2001,470.79993
Other Caribbean (EI),,2002,470.12393
Other Caribbean (EI),,2003,470.83798
Other Caribbean (EI),,2004,472.08752
Other Caribbean (EI),,2005,477.09473
Other Caribbean (EI),,2006,483.20343
Other Caribbean (EI),,2007,461.11813
Other Caribbean (EI),,2008,426.10385
Other Caribbean (EI),,2009,399.35782
Other Caribbean (EI),,2010,403.9285
Other Caribbean (EI),,2011,397.00214
Other Caribbean (EI),,2012,378.12683
Other Caribbean (EI),,2013,355.46796
Other Caribbean (EI),,2014,359.35703
Other Caribbean (EI),,2015,376.70758
Other Caribbean (EI),,2016,387.50632
Other Caribbean (EI),,2017,381.12067
Other Caribbean (EI),,2018,385.97418
Other Caribbean (EI),,2019,365.1892
Other Caribbean (EI),,2020,315.6009
Other Caribbean (EI),,2021,317.45078
Other Caribbean (EI),,2022,321.00537
Other Caribbean (EI),,2023,320.356
Other Caribbean (EI),,2024,332.663
Other Europe (EI),,1965,48.481606
Other Europe (EI),,1966,57.071484
Other Europe (EI),,1967,69.79415
Other Europe (EI),,1968,81.16106
Other Europe (EI),,1969,87.15875
Other Europe (EI),,1970,103.87312
Other Europe (EI),,1971,131.577
Other Europe (EI),,1972,136.72339
Other Europe (EI),,1973,149.05057
Other Europe (EI),,1974,167.17003
Other Europe (EI),,1975,164.24593
Other Europe (EI),,1976,174.84212
Other Europe (EI),,1977,190.39807
Other Europe (EI),,1978,208.39676
Other Europe (EI),,1979,223.42972
Other Europe (EI),,1980,205.09486
Other Europe (EI),,1981,189.02563
Other Europe (EI),,1982,193.50087
Other Europe (EI),,1983,206.19823
Other Europe (EI),,1984,194.04118
Other Europe (EI),,1985,270.4784
Other Europe (EI),,1986,282.96594
Other Europe (EI),,1987,283.8762
Other Europe (EI),,1988,304.44565
Other Europe (EI),,1989,291.8203
Other Europe (EI),,1990,199.82326
Other Europe (EI),,1991,154.77339
Other Europe (EI),,1992,120.16522
Other Europe (EI),,1993,106.211235
Other Europe (EI),,1994,99.004265
Other Europe (EI),,1995,95.677765
Other Europe (EI),,1996,111.29369
Other Europe (EI),,1997,122.24186
Other Europe (EI),,1998,116.71945
Other Europe (EI),,1999,109.17144
Other Europe (EI),,2000,114.88323
Other Europe (EI),,2001,134.09581
Other Europe (EI),,2002,143.71252
Other Europe (EI),,2003,157.62851
Other Europe (EI),,2004,169.29544
Other Europe (EI),,2005,176.37833
Other Europe (EI),,2006,180.48015
Other Europe (EI),,2007,189.11958
Other Europe (EI),,2008,189.43675
Other Europe (EI),,2009,189.06203
Other Europe (EI),,2010,185.2315
Other Europe (EI),,2011,185.91241
Other Europe (EI),,2012,175.32056
Other Europe (EI),,2013,176.51196
Other Europe (EI),,2014,174.17264
Other Europe (EI),,2015,180.64578
Other Europe (EI),,2016,192.45985
Other Europe (EI),,2017,202.55246
Other Europe (EI),,2018,201.06679
Other Europe (EI),,2019,208.34238
Other Europe (EI),,2020,194.62373
Other Europe (EI),,2021,202.38788
Other Europe (EI),,2022,217.1643
Other Europe (EI),,2023,214.38185
Other Europe (EI),,2024,217.90517
Other Middle East (EI),,1965,58.54458
Other Middle East (EI),,1966,60.10043
Other Middle East (EI),,1967,61.279873
Other Middle East (EI),,1968,63.732838
Other Middle East (EI),,1969,65.92803
Other Middle East (EI),,1970,70.21201
Other Middle East (EI),,1971,73.10233
Other Middle East (EI),,1972,70.17309
Other Middle East (EI),,1973,79.88151
Other Middle East (EI),,1974,86.29515
Other Middle East (EI),,1975,91.75872
